Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A655743,MAC,DOG,TRICOLOR,BLACK,Neutered,2018-03-31,2021-04-01,NORMAL,OWNER SURRENDER,OTC,BITES,2021-06-04,"1800 BLK OREGON AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.7899482,-118.2017738,Alive on Intake,FALSE,1,"33.7899482, -118.2017738"
A650267,,CAT,GRAY,,Female,2020-09-21,2020-10-21,UNDER AGE/WEIGHT,STRAY,OTC,,2020-10-23,"1800 BLK ORIZABA AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,FNDANIFOUN,33.7898492,-118.1567736,Alive on Intake,FALSE,1,"33.7898492, -118.1567736"
A650265,A650265,CAT,BRN TABBY,,Spayed,2018-10-21,2020-10-21,NORMAL,STRAY,TRAP,,2020-11-03,"1800 BLK ORIZABA AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7898492,-118.1567736,Alive on Intake,FALSE,1,"33.7898492, -118.1567736"
A673824,,OTHER,GRAY,BLACK,Unknown,,2022-04-30,INJURED  MODERATE,WILDLIFE,OTC,,2022-04-30,"1800 BLK OSTROM AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7888819,-118.1011826,Alive on Intake,TRUE,0,"33.7888819, -118.1011826"
A653772,CHARLIE,CAT,ORANGE,WHITE,Male,2021-01-24,2021-02-07,UNDER AGE/WEIGHT,STRAY,OTC,,2021-02-07,"1800 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,33.7898474,-118.1937243,Alive on Intake,FALSE,1,"33.7898474, -118.1937243"
A653773,KITTEN 2,CAT,CALICO,,Female,2021-01-24,2021-02-07,UNDER AGE/WEIGHT,STRAY,OTC,,2021-02-07,"1800 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,33.7898474,-118.1937243,Alive on Intake,FALSE,1,"33.7898474, -118.1937243"
A590808,,CAT,ORG TABBY,,Male,2017-04-25,2017-05-25,ILL MILD,STRAY,TRAP,,2017-05-26,"1800 BLK PASADENA, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.7900206,-118.1869061,Alive on Intake,FALSE,1,"33.7900206, -118.1869061"
A696869,,CAT,BLACK,WHITE,Unknown,,2023-04-15,ILL SEVERE,STRAY,FIELD,,2023-04-15,"1800 BLK PHILLIPS ST, LONG BEACH CA, 90805",LONG BEACH,EUTHANASIA,AT VET,33.858741,-118.1704932,Alive on Intake,TRUE,0,"33.858741, -118.1704932"
A589084,,BIRD,WHITE,,Unknown,,2017-04-23,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-23,"1800 BLK PIER B ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7782,-118.22954,Alive on Intake,TRUE,0,"33.7782, -118.22954"
A634429,,DOG,TAN,,Male,2018-10-02,2019-10-02,INJURED  SEVERE,STRAY,FIELD,,2019-10-02,"1800 BLK PINE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,33.7898836,-118.1920127,Alive on Intake,TRUE,0,"33.7898836, -118.1920127"
A652140,*GUMDROP,CAT,WHITE,BLACK,Spayed,2020-07-09,2020-12-09,NORMAL,STRAY,OTC,,2020-12-16,"1800 BLK ROSE AVE, LONG BEACH CA 90806",LONG BEACH,ADOPTION,FOLBA,33.7898613,-118.1698182,Alive on Intake,FALSE,1,"33.7898613, -118.1698182"
A626183,,BIRD,BROWN,,Female,,2019-05-10,INJURED  SEVERE,WILDLIFE,FIELD,,2019-05-10,"1800 BLK ROXANNE AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,IBR,33.7899023,-118.097372,Alive on Intake,FALSE,1,"33.7899023, -118.097372"
A591244,,CAT,GRAY TABBY,WHITE,Female,2017-05-02,2017-06-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-06-09,"1800 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7896885,-118.2031448,Alive on Intake,FALSE,1,"33.7896885, -118.2031448"
A591242,,CAT,BLACK,,Female,2017-05-02,2017-06-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-06-09,"1800 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7896885,-118.2031448,Alive on Intake,FALSE,1,"33.7896885, -118.2031448"
A672759,*SALLY,DOG,TAN,WHITE,Female,2021-04-07,2022-04-07,NORMAL,STRAY,OTC,,2022-08-26,"1800 BLK SAN FRANSCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,33.7896885,-118.2031448,Alive on Intake,FALSE,1,"33.7896885, -118.2031448"
A613595,,BIRD,BROWN,,Female,,2018-08-25,INJURED  SEVERE,WILDLIFE,FIELD,,2018-08-25,"1800 BLK SNOWDEN AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7890644,-118.1115135,Alive on Intake,TRUE,0,"33.7890644, -118.1115135"
A695030,,WILD,GRAY,WHITE,Female,,2023-03-21,INJURED  MILD,WILDLIFE,FIELD,,2023-03-21,"1800 BLK STANLEY AVE, SIGNAL HILL, CA",SIGNAL HILL,TRANSFER,OTHER RESC,33.7898621,-118.1622402,Alive on Intake,FALSE,1,"33.7898621, -118.1622402"
A496881,HIP-HOP,DOG,BLACK,WHITE,Spayed,2012-04-06,2017-06-24,NORMAL,OWNER SURRENDER,OTC,COST,2017-06-25,"1800 BLK TEMPLE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7900226,-118.1589406,Alive on Intake,FALSE,1,"33.7900226, -118.1589406"
A626242,BLACK BEARD,GUINEA PIG,BLACK,,Male,2018-05-11,2019-05-11,NORMAL,OWNER SURRENDER,OTC,,2019-06-06,"1800 BLK TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,33.79023,-118.145659,Alive on Intake,FALSE,1,"33.79023, -118.145659"
A543420,COOPER,DOG,BLACK,BROWN,Neutered,2012-01-01,2017-02-25,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-04-01,"1800 BLK TERMINO, LONG BEACH, CA 90804",LONG BEACH,TRANSPORT,OTHER SHEL,33.79023,-118.145659,Alive on Intake,FALSE,1,"33.79023, -118.145659"
A587813,REX,CAT,GRAY TABBY,,Neutered,2015-03-30,2019-07-28,NORMAL,STRAY,OTC,,2019-07-31,"1800 BLK TULANE AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7881872,-118.1276098,Alive on Intake,FALSE,1,"33.7881872, -118.1276098"
A627551,,DOG,BLACK,WHITE,Male,2014-06-02,2019-06-02,NORMAL,STRAY,OTC,,2019-06-08,"1800 BLK W 32ND ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.8155489,-118.2166866,Alive on Intake,FALSE,1,"33.8155489, -118.2166866"
A586937,,CAT,ORG TABBY,,Male,2009-03-11,2017-03-10,ILL MODERATETE,STRAY,FIELD,,2017-03-11,"1800 BLK W CANTON ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8106334,-118.2166328,Alive on Intake,TRUE,0,"33.8106334, -118.2166328"
A610082,*LONDON,CAT,ORG TABBY,,Neutered,2018-02-22,2018-06-22,NORMAL,STRAY,OTC,,2018-07-28,"1800 BLK W SPRING ST, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8114398,-118.2166137,Alive on Intake,FALSE,1,"33.8114398, -118.2166137"
A629388,,CAT,TORTIE,,Unknown,2019-05-06,2019-07-06,FRACTIOUS,STRAY,OTC,,2019-07-18,"1800 BLK W SPRING ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8114398,-118.2166137,Alive on Intake,TRUE,0,"33.8114398, -118.2166137"
A714078,*GEMMA,CAT,CALICO,,Spayed,2012-01-27,2024-01-27,ILL MODERATETE,STRAY,FIELD,,2024-03-31,1800 BLK W WILMA PL,LONG BEACH,ADOPTION,,33.804772,-118.2167748,Alive on Intake,FALSE,1,"33.804772, -118.2167748"
A649144,BOYSCOUT,DOG,BROWN,,Male,2014-09-18,2020-09-18,NORMAL,STRAY,FIELD,,2020-09-23,"1800 BLK WALNUT AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7898621,-118.1719871,Alive on Intake,FALSE,1,"33.7898621, -118.1719871"
A705722,*TERRI,CAT,CALICO,,Spayed,2023-04-30,2023-08-30,ILL MILD,STRAY,OTC,,2023-10-18,"1800 BLOCK GARDENIA AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7898887,-118.1687288,Alive on Intake,FALSE,1,"33.7898887, -118.1687288"
A715495,*TESSA,DOG,BLACK,,Female,2019-02-23,2024-02-23,NORMAL,STRAY,OTC,,2024-02-27,"1800 BLOCK LBB, LONG BEACH CA",LONG BEACH,RESCUE,,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
A697604,*HARRIOT,GUINEA PIG,BROWN,,Female,2022-04-27,2023-04-27,NORMAL,STRAY,OTC,,2023-06-08,"1800 BLOCK PELORUS, SB",SEAL BEACH,ADOPTION,,33.7450672,-118.0914398,Alive on Intake,FALSE,1,"33.7450672, -118.0914398"
A709443,MONEY,DOG,BLUE BRIND,,Female,2021-10-27,2023-10-27,NORMAL,STRAY,OTC,,2023-11-02,"1800 BLOCK REDONDO AVE, LONG BEACH CA",LONG BEACH,RESCUE,,33.7898646,-118.1518362,Alive on Intake,FALSE,1,"33.7898646, -118.1518362"
A706670,*MOLLIE,DOG,BROWN,WHITE,Female,2023-07-10,2023-09-10,NORMAL,STRAY,OTC,,2023-09-14,"1800 BLOCK WALNUT AVE, LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7898621,-118.1719871,Alive on Intake,FALSE,1,"33.7898621, -118.1719871"
A664554,*MAKOA,DOG,WHITE,,Male,2018-09-27,2021-09-27,BEHAVIOR  MODERATE,STRAY,FIELD,,2022-01-04,"1800 CASPIAN AVE, LB, CA 90810",LONG BEACH,EUTHANASIA,BEH SEVERE,33.7899221,-118.2121785,Alive on Intake,TRUE,0,"33.7899221, -118.2121785"
A636161,SHADOW,DOG,GRAY,BL BRINDLE,Male,2012-11-13,2019-11-13,NORMAL,STRAY,OTC,,2019-11-13,"1800 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.790074,-118.1961716,Alive on Intake,FALSE,1,"33.790074, -118.1961716"
A611763,TIP TOE,DOG,BLACK,WHITE,Female,2018-05-28,2018-07-28,NORMAL,OWNER SURRENDER,OTC,,2018-07-28,"1800 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.790074,-118.1961716,Alive on Intake,FALSE,1,"33.790074, -118.1961716"
A615026,LOKI,CAT,GRAY TABBY,,Neutered,2013-09-21,2018-09-21,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2018-11-21,"1800 E 3RD ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,FOLBA,33.76899240000001,-118.1691569,Alive on Intake,FALSE,1,"33.76899240000001, -118.1691569"
A670828,MAMA,DOG,BROWN,,Female,2019-02-18,2022-02-18,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,2022-07-30,"1800 E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,HOMEFIRST,,33.7714446,-118.1697967,Alive on Intake,FALSE,1,"33.7714446, -118.1697967"
A635017,*GABE,CAT,GRAY,,Neutered,2019-07-14,2019-10-14,ILL MODERATETE,STRAY,OTC,,2019-11-17,"1800 E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.857605,-118.1703398,Alive on Intake,FALSE,1,"33.857605, -118.1703398"
A626065,,CAT,BLACK,,Male,2019-04-09,2019-05-09,UNDER AGE/WEIGHT,STRAY,OTC,,2019-05-10,"1800 E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,33.8655748,-118.1705771,Alive on Intake,FALSE,1,"33.8655748, -118.1705771"
A591791,*MARGIE,DOG,BLACK,TAN,Spayed,2008-06-13,2017-06-13,NORMAL,STRAY,FIELD,,2017-08-19,"1800 E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8710124,-118.1708363,Alive on Intake,FALSE,1,"33.8710124, -118.1708363"
A668909,OZZIE,DOG,WHITE,BLACK,Male,2020-01-04,2022-01-04,NORMAL,STRAY,OTC,,2022-01-13,"1800 E HILL ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.796784,-118.1692254,Alive on Intake,FALSE,1,"33.796784, -118.1692254"
A651423,SPARKLE/ DUMPLING,DOG,WHITE,,Spayed,2007-11-12,2020-11-12,AGED,STRAY,FIELD,,2020-11-14,"1800 E HUNGERFORD ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8628533,-118.1705632,Alive on Intake,FALSE,1,"33.8628533, -118.1705632"
A642826,A642826,CAT,WHITE,BLACK,Spayed,2014-05-17,2020-05-17,FRACTIOUS,RETURN,RESCUE,,2020-06-30,"1800 E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8461706,-118.1707108,Alive on Intake,FALSE,1,"33.8461706, -118.1707108"
A632054,JOGZ,CAT,BLACK,,Female,2009-08-16,2019-08-16,NORMAL,OWNER SURRENDER,OTC,UNKNOWN,2019-08-16,"1800 E WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,33.8177675,-118.1704137,Alive on Intake,FALSE,1,"33.8177675, -118.1704137"
A588546,*HORRIS,CAT,BLACK,WHITE,Male,2014-04-13,2017-04-13,NORMAL,STRAY,OTC,,2017-05-04,"1800 GARDENIA AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7898887,-118.1687288,Alive on Intake,TRUE,0,"33.7898887, -118.1687288"
A659650,*POLKADOT,CAT,BLACK,WHITE,Neutered,2017-07-02,2021-07-02,NORMAL,STRAY,OTC,,2021-07-14,"1800 GLADYS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,COMMUNITY CAT,,33.7898501,-118.1578386,Alive on Intake,FALSE,1,"33.7898501, -118.1578386"
A587359,,CAT,GRAY TABBY,,Unknown,2017-03-14,2017-03-21,ILL SEVERE,STRAY,OTC,,2017-03-21,"1800 GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.790322,-118.2024287,Alive on Intake,TRUE,0,"33.790322, -118.2024287"
A598747,*LILY,DOG,WHITE,,Female,2011-10-13,2017-10-13,INJURED  MODERATE,STRAY,FIELD,,2017-10-21,"1800 JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,,33.7900897,-118.1631303,Alive on Intake,FALSE,1,"33.7900897, -118.1631303"
A265930,HERBIE,DOG,YELLOW,,Neutered,2005-06-13,2017-03-15,ILL MILD,OWNER SURRENDER,OTC,UNKNOWN,2017-03-22,"1800 LEWIS AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,KITTYKATCH,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"33.7898666, -118.1796068"
A594222,,CAT,GRAY,,Female,2017-07-23,2017-07-26,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-26,"1800 LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN KENNEL,33.7898666,-118.1796068,Alive on Intake,TRUE,0,"33.7898666, -118.1796068"
A591969,*CLOVE,CAT,GRAY TABBY,,Male,2017-04-16,2017-06-16,NORMAL,STRAY,OTC,,2017-07-01,"1800 LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"33.7898666, -118.1796068"
A590287,,CAT,GRAY,,Female,2017-04-08,2017-05-14,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-18,"1800 LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"33.7898666, -118.1796068"
A591970,*PEPPER,CAT,BLACK,,Female,2017-04-16,2017-06-16,NORMAL,STRAY,OTC,,2017-07-01,"1800 LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.7898666,-118.1796068,Alive on Intake,FALSE,1,"33.7898666, -118.1796068"
A671803,*TWITTER,GUINEA PIG,CALICO,,Female,,2022-03-17,NORMAL,STRAY,OTC,,2022-11-12,"1800 LIME AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7900272,-118.1837492,Alive on Intake,FALSE,1,"33.7900272, -118.1837492"
A591245,,DOG,WHITE,,Male,2012-06-02,2017-06-02,NORMAL,STRAY,FIELD,,2017-06-08,"1800 LITCHFIELD AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7882495,-118.1286972,Alive on Intake,FALSE,1,"33.7882495, -118.1286972"
A652117,,BIRD,BLACK,,Unknown,,2020-12-08,ILL MILD,WILDLIFE,FIELD,,2020-12-08,"1800 MARBER AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7889566,-118.1231717,Alive on Intake,TRUE,0,"33.7889566, -118.1231717"
A436767,MACHO,DOG,BROWN,WHITE,Male,2008-05-15,2017-02-13,NORMAL,STRAY,FIELD,,2017-02-13,"1800 ORANGE AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7898538,-118.1762891,Alive on Intake,FALSE,1,"33.7898538, -118.1762891"
A708937,,DOG,BLACK,BROWN,Female,2018-10-17,2023-10-17,INJURED  MODERATE,STRAY,FIELD,,2023-10-17,"1800 PALMER CT, LONG BEACH CA",LONG BEACH,EUTHANASIA,AT VET,33.7898529,-118.1902582,Alive on Intake,TRUE,0,"33.7898529, -118.1902582"
A638269,NALA,CAT,BRN TABBY,ORANGE,Spayed,2011-01-06,2020-01-06,FRACTIOUS,OWNER SURRENDER,FIELD,,2020-02-15,"1800 PINE AVE, LONG B EACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7898836,-118.1920127,Alive on Intake,FALSE,1,"33.7898836, -118.1920127"
A663814,,REPTILE,GREEN,,Unknown,,2021-09-15,NORMAL,OWNER SURRENDER,OTC,TOO BIG,2021-09-20,"1800 PINE AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER REPT,33.7898836,-118.1920127,Alive on Intake,FALSE,1,"33.7898836, -118.1920127"
A663815,,REPTILE,GREEN,,Unknown,,2021-09-15,NORMAL,OWNER SURRENDER,OTC,TOO BIG,2021-09-20,"1800 PINE AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,OTHER REPT,33.7898836,-118.1920127,Alive on Intake,FALSE,1,"33.7898836, -118.1920127"
A660188,,OTHER,BROWN,BROWN,Unknown,2015-07-09,2021-07-09,NORMAL,WILDLIFE,FIELD,,2021-07-09,"1800 ROXANNE, LB, CA 90815",LONG BEACH,RETURN TO WILD HABITAT,,33.7963296,-118.1181199,Alive on Intake,FALSE,1,"33.7963296, -118.1181199"
A649148,BROWNIE,GUINEA PIG,BLACK,BROWN,Female,2016-09-19,2020-09-19,NORMAL,OWNER SURRENDER,OTC,MOVE,2020-09-22,"1800 SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,OTHER RESC,33.7889816,-118.1207944,Alive on Intake,FALSE,1,"33.7889816, -118.1207944"
A649149,SNICKERS,GUINEA PIG,TRICOLOR,BROWN,Female,2016-09-19,2020-09-19,NORMAL,OWNER SURRENDER,OTC,MOVE,2020-09-22,"1800 SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,OTHER RESC,33.7889816,-118.1207944,Alive on Intake,FALSE,1,"33.7889816, -118.1207944"
A667599,*LYLA,CAT,UNKNOWN,,Spayed,,2021-12-12,NORMAL,STRAY,OTC,,2022-02-17,"1800 STANLEY AVE SIGNAL HILL CA 907551800 STANLEY AVE, SIGNAL HILL, CA 90755",LONG BEACH,ADOPTION,WEB,33.7898621,-118.1622402,Alive on Intake,FALSE,1,"33.7898621, -118.1622402"
A650534,,OTHER,BROWN,,Unknown,2019-10-26,2020-10-26,NORMAL,STRAY,FIELD,,2020-10-26,"1800 TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO WILD HABITAT,,33.79023,-118.145659,Alive on Intake,FALSE,1,"33.79023, -118.145659"
A629326,*TOAST,CAT,BRN TABBY,,Spayed,2018-07-05,2017-07-07,FERAL,STRAY,OTC,,2017-07-20,"1800 W ARLINGTON ST, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.821781,-118.2167539,Alive on Intake,FALSE,1,"33.821781, -118.2167539"
A592177,,CAT,ORG TABBY,,Female,2017-04-25,2017-06-20,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-08,"1800 W ARLINGTON ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.821781,-118.2167539,Alive on Intake,FALSE,1,"33.821781, -118.2167539"
A592178,,CAT,BRN TABBY,,Male,2017-04-25,2017-06-20,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-08,"1800 W ARLINGTON ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.821781,-118.2167539,Alive on Intake,FALSE,1,"33.821781, -118.2167539"
A626995,*TULIP,CAT,TORTIE,,Spayed,2019-04-10,2019-05-25,FRACTIOUS,STRAY,OTC,,2019-07-18,"1800 W SPRING ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,33.8114398,-118.2166137,Alive on Intake,FALSE,1,"33.8114398, -118.2166137"
A643492,,BIRD,BROWN,RED,Female,,2020-06-05,NORMAL,STRAY,FIELD,,2020-06-05,"1800 WALNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,WARDSMTN,33.7898621,-118.1719871,Alive on Intake,FALSE,1,"33.7898621, -118.1719871"
A643496,,BIRD,BROWN,RED,Female,,2020-06-05,NORMAL,STRAY,FIELD,,2020-06-05,"1800 WALNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,WARDSMTN,33.7898621,-118.1719871,Alive on Intake,FALSE,1,"33.7898621, -118.1719871"
A643498,,BIRD,BROWN,RED,Female,,2020-06-05,NORMAL,STRAY,FIELD,,2020-06-05,"1800 WALNUT AVE, LONG BEACH, CA 90806",LONG BEACH,DISPOSAL,ACS DISPO,33.7898621,-118.1719871,Alive on Intake,FALSE,1,"33.7898621, -118.1719871"
A702299,DOUG,DOG,BROWN,,Neutered,2018-07-05,2023-07-05,NORMAL,STRAY,OTC,,2023-07-09,18000 BLK BLOOMFIELD AVE CERRITOS CA 90703,CERRITOS,ADOPTION,WEB,33.8680681,-118.0636169,Alive on Intake,FALSE,1,"33.8680681, -118.0636169"
A651041,*LE FANTÔME,CAT,BLACK,WHITE,Male,2020-10-06,2020-11-06,UNDER AGE/WEIGHT,STRAY,OTC,,2020-11-09,"18000 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,33.8680681,-118.0636169,Alive on Intake,FALSE,1,"33.8680681, -118.0636169"
A596482,,CAT,BRN TABBY,WHITE,Female,2017-07-29,2017-09-03,UNDER AGE/WEIGHT,STRAY,OTC,,2017-09-08,"18000 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8680681,-118.0636169,Alive on Intake,FALSE,1,"33.8680681, -118.0636169"
A615927,CANDY,DOG,BROWN,TAN,Spayed,2010-10-07,2018-10-07,NORMAL,STRAY,OTC,,2018-10-17,"18000 BLK CARMENITA RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8677767,-118.0463136,Alive on Intake,FALSE,1,"33.8677767, -118.0463136"
A615931,BING BING,DOG,TAN,BROWN,Male,2013-10-07,2018-10-07,NORMAL,STRAY,OTC,,2018-10-17,"18000 BLK CARMENITA RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8677767,-118.0463136,Alive on Intake,FALSE,1,"33.8677767, -118.0463136"
A650511,,CAT,GRAY TABBY,,Female,2020-08-25,2020-10-25,NORMAL,STRAY,OTC,,2020-10-27,"18000 BLK GODINHO AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.861679,-118.0580844,Alive on Intake,FALSE,1,"33.861679, -118.0580844"
A645177,A645177,CAT,GRAY TABBY,WHITE,Neutered,2020-04-08,2020-07-08,FRACTIOUS,STRAY,OTC,,2020-07-21,"18000 BLK JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8701468,-118.0543201,Alive on Intake,FALSE,1,"33.8701468, -118.0543201"
A592308,*CHIVE,CAT,BRN TABBY,,Spayed,2015-06-23,2017-06-23,FERAL,STRAY,OTC,,2017-06-28,"18000 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8622628,-118.1049605,Alive on Intake,FALSE,1,"33.8622628, -118.1049605"
A612536,,CAT,GRAY,,Female,2018-07-22,2018-08-08,UNDER AGE/WEIGHT,STRAY,OTC,,2018-08-08,"18000 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,33.8622628,-118.1049605,Alive on Intake,FALSE,1,"33.8622628, -118.1049605"
A607467,,CAT,GRAY,,Male,2018-04-11,2018-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-12,"18000 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8622628,-118.1049605,Alive on Intake,FALSE,1,"33.8622628, -118.1049605"
A607411,*TOUPEE,RABBIT,WHITE,,Neutered,2017-05-10,2018-05-10,NORMAL,OWNER SURRENDER,OTC,,2018-05-23,"18000 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,RABBITRES,33.8622628,-118.1049605,Alive on Intake,FALSE,1,"33.8622628, -118.1049605"
A661606,*MALCOM,CAT,ORANGE,,Neutered,2020-08-11,2021-08-11,NORMAL,STRAY,OTC,,2021-09-03,"18000 BLK PARK PLAZA DR, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,33.8675191,-118.0617981,Alive on Intake,FALSE,1,"33.8675191, -118.0617981"
A543740,*JUPITER,CAT,CRM TABBY,WHITE,Neutered,2012-03-13,2021-12-08,ILL SEVERE,STRAY,FIELD,,2021-12-08,"18000 BLK STARK AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.8698468,-118.067742,Alive on Intake,TRUE,0,"33.8698468, -118.067742"
